InputID,TargetID,Distance
"hiawasee, GA, US",6GA0,12.008127683965501
"lindale, TX, US",43TS,6.1240701239778605
"doniphan, NE, US",NE38,12.673134213061502
"ramsey, MN, US",US-0052,4.65064847077707
"south bound brook, NJ, US",K47N,5.63471748459243
"reinbeck, IA, US",4IA9,13.4527222336239
"paskenta, CA, US",49CN,12.702726153189001
"whippany, NJ, US",KMMU,2.4127121608534803
"honesdale, PA, US",PN33,2.78806231804419
"watertown, SD, US",KATY,2.50829911891116
"baker, LA, US",7IL8,3.5660268339944405
"galloway, NJ, US",KEAU,4.31276305941018
"elcho, WI, US",KY55,16.0193191109616
"valley center, KS, US",8CL1,3.71139879763143
"fort yates, ND, US",KY27,1.60833439600776
"troutdale, OR, US",KTTD,1.33915793622939
"bethel park, PA, US",G05,7.795700969685299
"electra, TX, US",TS80,8.4655611475929
"rotan, TX, US",K56F,4.13173427618556
"shorewood, IL, US",KMWC,9.284570806558499
"sterling, KS, US",KLYO,10.895211742712402
"mt. lassen, CA, US",52CN,17.9249697018342
"ahwatukee-foothills, AZ, US",AZ90,6.567354331016399
"thompsonville, CT, US",CT87,0.5091579600078511
"mesa/phoenix, AZ, US",KDVT,3.3247641212918997
"caldwell, OH, US",KI10,5.0845910442868805
"north branch, MN, US",MY90,2.4032041754779803
"corinth, KY, US",8KY0,11.600670746675702
"parker, AZ, US",1CO8,6.2530018265475
"utica, KY, US",K4I3,9.9456410184174
"glenvil, NE, US",98NE,5.115262515394949
"ethel, LA, US",K80F,8.1259544617092
"romulus, NY, US",D93,9.0433949575599
"catheys valley, CA, US",KMPI,6.5421683865099
"brady, MT, US",KBBD,4.05847524314016
"fort drum, NY, US",KGTB,2.17553552968518
"baxter, TN, US",5TN9,5.16345444356742
"scio, NY, US",KELZ,5.74219479638898
"maupin, OR, US",OR53,7.715919550849201
"atwater village, CA, US",KMER,3.32532495697374
"bound brook area, NJ, US",CCM4,33.4472285597067
"south phoenix, AZ, US",KPHX,4.38207644099853
"port sulphur, LA, US",4LA0,1.8215195032703702
"eagle, WI, US",9WI5,7.608072702352501
"troy, KY, US",KVLL,5.82080825064015
"trainer, PA, US",6NJ9,4.54451754321207
"wheatfield, IN, US",68IN,7.306844052821401
"mckenzie bridge, OR, US",00S,3.86772247414071
"somers, NY, US",KDXR,15.228483737926501
"browns point, WA, US",2WA2,5.55646674493413
"crozet, VA, US",87VA,1.03671248373603
"malden bridge, NY, US",NY82,10.5955509282174
"greenbelt, MD, US",KCGS,4.2062646349437305
"fairview, UT, US",K43U,7.845845972373899
"oceanside, OR, US",KOKB,2.21521605879042
"ripley, NY, US",D88,10.7305628958513
"truth or consequences, NM, US",KTCS,8.5367317308732
"mount carmel, PA, US",8PA0,6.610574792909701
"swedesboro, NJ, US",6NJ9,6.401807879825701
"paramount, CA, US",KCPM,4.47489808711812
"oak forest, IL, US",LL40,12.4729646210829
"shumway, IL, US",K1H2,12.8735805618873
"beverly, OH, US",OI27,5.03973245313828
"ewing, NJ, US",KH96,9.1991201774373
"nashville, TX, US",KBNA,7.9050761616546
"sea girt, NJ, US",KBLM,8.559444060176398
"lizton, IN, US",II52,1.33281415398825
"picayune, MS, US",KMJD,4.20719521093299
"waynesburg, OH, US",29OH,3.57006804348456
"keene, NH, US",TX67,3.4357255177878003
"wellsboro, PA, US",KN38,6.9349607545725
"brewster, WA, US",KDXR,10.0225194800382
"hermitage, MO, US",MO52,7.784579819999701
"wooster/mansfield, OH, US",32OH,1.28352434894892
"providence/warwick, RI, US",RI20,3.19751654036157
"cedarburg, WI, US",WI62,2.39356222198362
"lead, SD, US",SD90,8.8785702673452
"hegins, PA, US",67PN,7.341222986849701
"hawesville, KY, US",KY8,8.6808685502322
"memphis, TX, US",KM01,4.6113545270079
"pittsburgh/new castle, PA, US",1C4,9.254283354317701
"kansas city, PA, US",KMKC,3.7631129493362403
"tryon, NC, US",US-0116,2.46170612364768
"brighton township, MI, US",K45G,2.9964916783499405
"mount morris, MI, US",68G,4.4312349425492705
"chaska, MN, US",MN21,5.312157805745731
"eldon, MO, US",KH79,1.23753803222691
"mobile, AZ, US",KBFM,6.7195358704701
"east hazelcrest, IL, US",KDWH,10.2568534108632
"perkasie, PA, US",KCKZ,1.64932545805821
"grand marais, MN, US",0G5,6.6773734075809
"porter ranch, CA, US",KVNY,6.03125080714854
"skaneateles, NY, US",K6B9,3.13405354721178
"vernon, CT, US",CT09,6.3222947019396
"manilla, IA, US",KDNS,11.984332141505702
"toledo-cleveland, OH, US",K5M4,16.6187643722955
"leicester, NC, US",D52,4.37763222076581
"roscommon, MI, US",KHTL,4.0887614172636
"davenport, FL, US",4FL9,4.64709618055476
"tess corners, WI, US",9WI4,5.268701041733521
"pacheco, CA, US",KCCR,0.7201768466504701
"tullahoma, TN, US",KTHA,3.2571111544132503
"owingsville, KY, US",77KY,8.5159648518021
"hidalgo, TX, US",KMFE,6.826395899106901
"enloe, TX, US",3TS9,6.00264350829495
"crawford, TX, US",3PN6,6.447939040506601
"lake aloha, CA, US",KTVL,8.279189780409899
"fort morgan, CO, US",KFMM,6.4805785584408
"newton, NJ, US",3N5,2.96753651904339
"dale hollow lake, TN, US",K8A3,15.266897821155599
"wind lake, WI, US",WI03,3.1008805071815697
"wisconsin, WI, US",8WI3,7.9711394642604
"raeford, NC, US",94NC,4.084322808976831
"gardiner, NY, US",5NY5,1.23500155539195
"lincolnton, GA, US",KIPJ,7.4500115125428
"fortson, GA, US",GE04,6.208579300269959
"zelienople, PA, US",KPJC,1.7337697156126801
"raritan bay, NJ, US",NJ72,12.752766881532
"cachuma lake, CA, US",KSBA,1.50482931166755
"rogers, AR, US",KROG,3.5240840747635502
"ravenel, SC, US",SC51,5.948697552800399
"watauga, TN, US",TS00,7.923356459042401
"milton, KY, US",KIMS,7.4814379493912995
"monroe, MI, US",KTTF,3.36778899010029
"anoka, MN, US",SD30,12.236762735547298
"buffalo/williamsville, NY, US",KBUF,3.21391525554774
"sebastian inlet, FL, US",US-0362,4.04048671937937
"yarmouth, MA, US",KHYA,5.16482196754563
"waikele, HI, US",PHNP,4.21226327877363
"lowman, NY, US",NK47,7.8520240141614
"needville, TX, US",87TE,5.064972464072071
"galeton, PA, US",PN91,13.526093837823302
"salters, SC, US",KCKI,11.948797679740203
"oakland, NE, US",KTQE,18.469799232129002
"mt. morris, NY, US",KLGA,5.79932322550857
"pickett, WI, US",1WI1,2.3619544419260703
"newburgh, NY, US",NY09,5.50772244381942
"ringgold, VA, US",KDAN,4.69775792496924
"mount rainer, MD, US",LOAV,9.754690839510602
"holopaw, FL, US",57FA,8.7422894208441
"robinson, TX, US",TE17,3.3913623679967704
"thorp, WI, US",WS60,2.8803278297251804
"eastsound, WA, US",KORS,0.83341463023386
"brookpark, OH, US",KCLE,1.91386100971458
"mississippi, WV, US",1MS2,15.264285540937202
"swanton, VT, US",72OH,2.09049028600437
"fishers, IN, US",KUMP,2.7861077739191398
"millersville, TN, US",8TN5,18.1150127949213
"port murray, NJ, US",NJ16,5.20888970040822
"prescott/prescott valley, AZ, US",AZ86,9.476955366111
"hartville, MO, US",22MO,9.9013254427719
"sidney, MI, US",02MI,8.0949540232224
"angwin, CA, US",K2O3,0.76270195081107
"maryville, TN, US",K3K6,10.180444841809202
"levasy, MO, US",62MO,7.7640064218000004
"montpelier, VT, US",KMPV,5.338701020408851
"hampden, ME, US",0B2,4.947899586326101
"littlefield, TX, US",KLIU,4.20377857639704
"brackettville, TX, US",74TX,2.323267608312
"santa anna, CA, US",KCOM,10.057102531736401
"voorhees, NJ, US",K19N,6.16246040178675
"eatonville, WA, US",2W3,0.67664288259477
"vine grove, KY, US",70KY,1.30572606612537
"san gabriel, TX, US",KEMT,4.55528202263442
"riverdale, UT, US",KOGD,1.63156484294928
"topanga, CA, US",KSMO,10.370815505689501
"whitney, TX, US",KLAS,6.8893485186312
"marietta, PA, US",SD94,3.5651801859005703
"dugas, AZ, US",42AZ,7.3156695203223
"joseph, UT, US",KRIF,10.7012578064292
"pomeroy, OH, US",58WA,7.919758426401001
"salem, CT, US",CT08,2.86045207857468
"auburn hills, MI, US",79MU,3.6046612753848004
"searcy, AR, US",KSRC,3.5136629903322003
"batavia, NY, US",KGVQ,3.3334838583015602
"maywood, CA, US",KORD,9.4006690706529
"washington, IL, US",7LL9,9.7812199453518
"angola, IN, US",II16,3.29268816857673
"willowick, OH, US",KCGF,6.2460421960851
"puxico, MO, US",MO54,15.5400653380977
"tyro, NC, US",KIDP,10.4806024436358
"coweta, OK, US",93OK,4.32618032727837
"rockland, ME, US",KRKD,4.21738533413109
"florida, NY, US",4NY1,2.3389981473825903
"pie town, NM, US",84NM,4.55033073247137
"tabor, IA, US",1IA6,11.607539333570099
"bellefonte, PA, US",01PN,2.9397179240653504
"limerick, ME, US",US-0600,1.4749112683623602
"felton, CA, US",9W8,5.7874283540754305
"three rivers, MA, US",KCEF,9.209686385190599
"bethel, ME, US",K0B1,2.31051519419076
"verona, NY, US",NY62,2.07013124288934
"charleston afb, SC, US",KCHS,0.95246617408605
"copalis beach, WA, US",S16,1.0146837368380501
"wheeling, IL, US",KPWK,2.00131397071794
"frankfort, NY, US",6B4,6.988250563857901
"spring grove, MN, US",MY10,2.7336949640032504
"au sable forks, NY, US",1NK6,5.19415340661873
"strattanville, PA, US",PS66,2.46693205926414
"plum grove, TX, US",06TE,10.054097634328201
"bridgeport, OH, US",WV43,2.66205343206492
"comstock, MI, US",ND99,5.80888909806975
"herkimer, NY, US",0NY3,16.364410358866202
"sunol, CA, US",KLVK,8.0660666746629
"pyramid lake, NV, US",NV23,13.3115659232643
"na, OH, US",EDLM,13.182458377365903
"liberty hill, TX, US",9TX4,0.9538522032246302
"middle island, NY, US",KFRG,12.883675802060699
"germantown/farmersville, OH, US",OH59,2.7256902888762005
"wartrace, TN, US",US-0063,6.4428215600313
"monroeville, NJ, US",4G0,3.02837854086864
"converse, IN, US",1I8,1.4236557842208601
"wildomar, CA, US",CA89,4.54328032504248
"flowood, MS, US",MS90,0.65494800420003
"wallingford, VT, US",KEST,7.619548523457601
"mastic beach, NY, US",KHWV,5.4871931814745505
"lee summit, MO, US",K5A6,1.58742912929742
"darien center, NY, US",95NY,11.7355114419507
"jackson, KY, US",KJKL,6.088154981102101
"harleysville, PA, US",30PA,3.8105518956024604
"white hall, AR, US",AR22,13.5425177626473
"north andover, MA, US",KLWM,1.9415621884407301
"whitley city, KY, US",K18I,6.4169107768727995
"swiss, MO, US",MU21,4.5858525021954
"kilgore, OH, US",KVTN,24.3044023969827
"mount clemens, MI, US",KMTC,3.0378144658388404
"whitesboro, TX, US",US-0807,9.3387891855933
"orland/tinley park, IL, US",LL40,6.942071450178001
"ashley, IL, US",83IS,9.427189346867701
"emison, IN, US",2IG4,5.0087977100986505
"hawthorne/lawndale, CA, US",KHHR,2.7531154949229
"sulphur, LA, US",KF30,2.0397464573193003
"dexter, KS, US",MI29,7.0913388919869
"st marie, CA, US",07MT,1.4247094217556602
"brohman, MI, US",42C,11.0808849680955
"orland hills, IL, US",LL40,9.2857591442097
"palm wells, CA, US",KL22,8.819670259044901
"prescott, AR, US",K4F7,1.3750100367687
"wilburton, OK, US",4OK8,3.68664293626317
"mckeesport, PA, US",KAGC,4.709510453763181
"hampden, MA, US",KCEF,8.0244807952455
"bluepoint, NY, US",KFRG,10.2912533372376
"miramar, FL, US",KOPF,9.5054421144015
"columbia, PA, US",K0J6,18.1149686070453
"reading, OH, US",KLUK,11.0064130571556
"purvis, MS, US",K4R1,13.406072043751202
"pinehurst, NC, US",KSOP,7.536193197830101
"ashburn, VA, US",KJYO,6.17307712299036
"west greenwich, RI, US",RI16,9.114497358083101
"spring lake, MI, US",34MI,2.60521151723019
"boyd, TX, US",97WI,10.2223502510634
"logan, WV, US",KLGU,4.53113765594208
"park ridge, IL, US",KORD,4.9646035546149605
"brandford, FL, US",KCTY,1.92286525452084
"stoughton, WI, US",2WI6,1.98253424710872
"locust fork, AL, US",AL16,16.4933569637343
"shaker, OH, US",OH45,7.5957137458452015
"thornton, TX, US",KIGQ,6.12053410245273
"bois d'arc, MO, US",2MO1,8.058300664087799
"moravia, TX, US",NY92,4.85637729291612
"gilmer, TX, US",KJXI,2.61864796613031
"oakwood, GA, US",67OH,5.78053129062366
"manhattan, IL, US",49KS,6.8933861273646
"east aurora, NY, US",NK12,4.73314974709608
"embden, ME, US",ME08,11.336575815552601
"spring city, PA, US",43PA,1.60026311001744
"mount cobb, PA, US",6PA6,5.64561500890536
"peotone, IL, US",89LL,4.52604450634614
"agoura hills, CA, US",KVNY,17.9685729909144
"san acacio, CO, US",33CO,13.1202892559673
"forest city, NC, US",PA53,4.91606953227261
"clanton, AL, US",K02A,1.8137088543396602
"eatonton, GA, US",9GA9,12.073300646265002
"wayland, MA, US",MA70,5.03616273521544
"hampton bays, NY, US",KFOK,8.752033280897999
"perrysburg, NY, US",D59,5.5242738913846505
"marlborough, MA, US",9B1,3.0759639110295303
"brecksville, OH, US",OI45,5.39712134944317
"porterville, CT, US",KPTV,3.74119957471212
"maquoketa, IA, US",KOQW,4.8426062510914205
"cathlamet, WA, US",WT44,1.8252948429064801
"west allis, WI, US",KMWC,8.138251434654
"west columbia, TX, US",KCAE,6.5794219406541
"tallmadge, OH, US",K1G3,4.88302688281131
"terrebone, OR, US",3OR8,6.856581077926201
"kern, TX, US",TE62,1.4231721096458099
"glencoe, IL, US",KEVB,4.79511224714529
"new buffalo, MI, US",KMGC,9.392645982410102
"winter garden, FL, US",FD69,2.45033888900661
"gackle, ND, US",9G9,1.51881105014793
"union, SC, US",8PA4,3.65763619200807
"fruitport, MI, US",39Z,2.9451919535909106
"hopatcong, NJ, US",0NJ5,5.593649895662491
"chalybeate springs, AL, US",K9A4,12.719994429729601
"hancock, MA, US",KPSF,11.1731293877661
"minooka, IL, US",IL58,1.85284498457115
"london, OH, US",OH88,3.4158572451167406
"vya, NV, US",KO59,16.718256155637
"mint hill, NC, US",K8A6,3.8142648283838403
"west lebanon, NH, US",7IN7,3.8369037474699303
"gering, NE, US",KBFF,5.26796922884787
"fresh pond, CA, US",01CL,11.7867644545743
"miami gardens, FL, US",KOPF,5.49779431849065
"girard township, PA, US",PN18,8.244465464439001
"keokuk, IA, US",IA59,2.0998437275748603
"middleburg hts, OH, US",KCLE,5.17582080138249
"bryceville, FL, US",KNEN,6.718754890251
"san francisco, CT, US",22CA,8.9408554902207
"galesburg, MI, US",MI77,0.9914061179292301
"white bird, ID, US",0ID8,6.2358542789274
"endicott-vestal, NY, US",KCZG,4.5397257891786
"sunol/pleasanton, CA, US",KLVK,5.35824850363776
"oakforest, IL, US",KW03,3.7375076929178705
"fort belvoir, VA, US",KDAA,2.85151349287467
"wiseman's view, NC, US",K7A8,8.0781789737583
"leet, PA, US",KPIT,7.4068484379426005
"tracy city, TN, US",7TN1,10.549119151869299
"north phoenix, AZ, US",KP33,3.9806799357531597
"chuluota, FL, US",01FA,2.8298719800963
"laurel, MT, US",KN06,2.2620979797686998
"cowiche, WA, US",0WN1,7.941102278248799
"bainbridge, NY, US",KN23,4.45847006413503
"holiday, FL, US",FA40,13.236961345424099
"mountainview, CA, US",KMGE,4.01035250530971
"east patchogue, NY, US",23N,4.30981345774224
"nisqually, WA, US",KGRF,6.022935704467351
"max, ND, US",5NA0,3.77126411289849
"lavina, MT, US",80S,1.31351823587835
"barnesville, PA, US",K6G5,1.7016506473581001
"aitkin, MN, US",KAIT,2.2187100911086803
"canyon lake, AZ, US",KFFZ,19.3617460372356
"indian shores, FL, US",KCLW,14.494829871321901
"oswego, IL, US",85LL,5.973093190617931
"idalou, TX, US",2TX6,1.6034070417556499
"twelve mile, IN, US",KI76,8.777486536158602
"wading river, NY, US",K3C8,5.0422204715175
"ardmore, PA, US",K1F0,2.71953384964182
"gatesville, NC, US",2TX5,1.64948135235192
"reedsville, WV, US",WN27,6.370286190209101
"plymouth, VT, US",KPYM,4.0281398307278105
"kingman, KS, US",KIGM,8.718521762153701
"sunbright, TN, US",KSCX,20.6991445686291
"wellington, FL, US",FD38,3.89624459164146
"burlington, IN, US",VT48,1.4348604739252502
"cartersville, GA, US",KVPC,5.53736120016195
"tecumseh, MI, US",3TE,1.90455185913093
"willow river, MN, US",KMZH,8.3412385305219
"alstead, NH, US",NH39,11.866392049599002
"rockyface, GA, US",KAVL,23.671699673841903
"fairview, NC, US",KCEF,2.9730811182948003
"lewes, DE, US",DE25,7.2282987675225
"copley, OH, US",OI46,5.04480532320297
"benton city, WA, US",7WA7,7.6326927069546
"branchville, SC, US",KFWN,10.6074940187232
"orrville, OH, US",S63,12.6595910178135
"fort smith, CA, US",K5U7,0.61594572184938
"girard, MI, US",KOEB,9.0526333518072
"plattsburg, NY, US",KPBG,3.91955088557925
"biggs, CA, US",00CL,2.9937244498319697
"polkville, NC, US",NC97,10.630457654492702
"rockport, TX, US",KRKP,5.81918954173776
"wilmette, IL, US",KPWK,12.086789268467701
"celoron, NY, US",55NY,3.1921730382484803
"coalville, IA, US",IA94,10.001468610028802
"king, NC, US",7NC7,15.885662254938001
"pittsburg, NH, US",KCCR,9.6315447137085
"arbuckle/college city, CA, US",2CL2,4.86293894312094
"west haven, CT, US",KHVN,4.41916006785741
"higgins lake, MI, US",KHTL,12.5420931917361
"waterford, PA, US",KO27,8.5388412965013
"newton, IL, US",US-0370,13.100790432627901
"neosho, MO, US",KEOS,3.3815943988722905
"paola, KS, US",KK81,3.8119049882610305
"columbus, MT, US",KCMH,8.256595179168901
"peshastin, WA, US",3WA1,3.81799137882582
"honey grove, TX, US",4TX3,8.588782475998201
"hudsonville, MI, US",MI82,5.75404042367718
"havre de grace, MD, US",M06,1.7753017656695402
"morton, IL, US",9IL6,10.456826308295401
"bovina, TX, US",US-0442,7.3575392071725005
"goldbar, WA, US",S86,5.39271275968782
"walton, NY, US",2NK7,1.6893954190206901
"williamsport, MD, US",WV22,11.3469662632905
"tipton, MO, US",MO23,16.511641401080702
"kayenta, AZ, US",K0V7,1.56507673224006
"kemah, TX, US",1TS3,6.796720112615102
"park city, UT, US",K36U,12.825600218083798
"st. francis, KS, US",KMKE,2.09705802902649
"chester, WV, US",3MA2,5.12405594457435
"tujunga, CA, US",KBUR,5.671997538222509
"port elizabeth, NJ, US",KMIV,8.685209074444202
"brunswick, GA, US",KCPC,1.82524734600714
"monmouth beach, NJ, US",44NJ,5.1780352150049405
"mondel, NM, US",KLSB,15.592656002109301
"newborn, GA, US",2GA0,4.69351879826445
"upper black eddy, PA, US",NJ95,2.19002225413167
"adamsville, OH, US",1OH7,7.0531377544395
"tipp city, OH, US",1WF,5.374622934594091
"farmers, KY, US",M97,7.2909663576723
"bowleys quarters, MD, US",KMTN,2.5300389525640203
"granton, WI, US",KVIQ,3.93662761578144
"gaithersberg, MD, US",KGAI,3.5583066055451704
"talbott, TN, US",KMOR,3.9426367527042303
"corsica, PA, US",5PA9,5.60626785005022
"caliham, TX, US",91TX,6.6982485814757995
"east bay, CA, US",12CA,8.707641745277702
"bellevue/redmond, WA, US",0W0,9.2870100197901
"fountain inn, SC, US",SC47,7.5284082717813
"saybrook, OH, US",51IL,13.5777678137406
"wantage, NJ, US",KFWN,6.6704233329423
"thetford, VT, US",2B9,6.9164678523699
"gibsonton, FL, US",KTPF,11.6630397643725
"garden city, NY, US",7N3,12.248709983586
"montague, NJ, US",K0B5,5.34370636988874
"washington, IN, US",MA77,2.3640164346258
"piedmont, SC, US",MD99,2.6098893319597205
"malvern, IA, US",1IA6,11.4618784600476
"westphalia, IN, US",KADW,2.6643156758277304
"new carrollton, MD, US",KCGS,3.34862823985641
"woodside, NY, US",KLGA,3.8885440078813502
"cedar falls, IA, US",IA03,3.0462027504699605
"melba, ID, US",ID68,8.7162042007728
"franklin, NE, US",8NE6,4.86943739554059
"new hartford, CT, US",08CT,8.3565737028693
"beacon, NY, US",NY09,6.305339872478701
"east islip, NY, US",KISP,8.758889669116801
"college city, CA, US",KARG,1.01120373934335
"tobyhanna, PA, US",KMPO,4.66991372210607
"pittsboro, IN, US",9NC8,4.68563235531498
"greenwood lake, NY, US",6NJ7,4.967893641441781
"middlesboro, KY, US",K1A6,1.5806375361006302
"gaylesville, AL, US",AL32,8.4681717347169
"sandersville, GA, US",KOKZ,2.73791318138343
"aiea, HI, US",PHNP,2.8472295045896105
"winooski, VT, US",KBTV,2.88663943915485
"charleston/mt. pleasant, SC, US",SC65,4.0815778592250895
", NC, US",KIAH,0.73208457591966
"fremont, IA, US",KSDA,11.2300172467083
"lempster, NH, US",07NH,11.725215166316701
"henderson, NE, US",38NE,3.19250987482122
"wood river, NE, US",NE38,13.999369646840401
"fortescue, NJ, US",MO24,8.674667093826
"tremont, MS, US",KZER,7.4557841227434
"egan, SD, US",K4P3,3.2396433605769603
"jamul, CA, US",0CL3,6.2409571361568
"brooklyn, MI, US",6G8,1.07423217821079
"athens, TN, US",KDCU,8.846319900613501
"nason, IL, US",3IS6,7.1630485780977
"exeter, RI, US",KOQU,9.2974939425594
"barryton, MI, US",KD11,9.4250740597803
"rockville, IN, US",IN46,2.1788856242388004
"sentinel, AZ, US",1OK5,14.800556491417801
"salt lake, UT, US",KU42,5.68681677059229
"syracuse/weedsport, NY, US",6NK8,4.49337943259766
"abingdon, MD, US",KEDG,6.8656688594289
"shokan, NY, US",18NY,12.1813124873823
"lithonia, GA, US",00GA,6.0679646743682705
"hamlet, IN, US",KRCZ,5.377284152127539
"gleneden beach, OR, US",KS45,0.403764885004347
"conway, NC, US",K0B5,14.567671557715501
"rocky mount, MO, US",KRWI,11.591394915443402
"mountain ranch, CA, US",6CA6,6.8393081181762
"amory, MS, US",KM40,10.121459698942202
"homer glen, IL, US",KLOT,10.2181525297137
"dierks, AR, US",KM77,16.6916821804344
"brier hill, PA, US",9PN1,6.09369729659496
"teaneck, NJ, US",2N7,4.71983455966122
"forbes afb, KS, US",KOFF,2.37633004514799
"gardner, NY, US",6N7,4.29625622554065
"coal hill, AR, US",54AR,7.1478265929363
"edgewater, MD, US",KANP,1.3958367965845202
"fredricktown, PA, US",4PS5,8.2891597016655
"rosebud, MO, US",KSUO,2.0388438651177
"harrodsburg, KY, US",5KY8,13.140346398485402
"clayton, DE, US",DE21,6.902688649052701
"starr, SC, US",SC34,7.7980289757273
"piedmont, AL, US",US-0064,7.5025255353426
"west roxbury, MA, US",KOWD,8.6665956877467
"rittman, OH, US",OI68,3.02810149117647
"ship's bottom, NJ, US",KN12,4.88885961558645
"ester, AK, US",AK28,3.63744741078558
"kennebec, ME, US",ME60,4.69421353718928
"forestburg, TX, US",XA16,7.2073001934135
"wrightwood, CA, US",CL13,14.022000601918203
"bellflower, MO, US",4MO,4.30831288722159
"locust grove, VA, US",KH71,11.314503816426903
"cameron, LA, US",KT35,2.2857628033865702
"covelo, CA, US",KO09,1.31972632014303
"new gretna, NJ, US",8NJ0,8.46843179157
"patterson, NY, US",KN69,10.855677499931703
"sea isle city, NJ, US",KOBI,10.1657803925592
"bonfield, IL, US",05IL,2.8171744757948702
"dewitt, IA, US",KCWI,13.791663345618
"hartwell, GA, US",0GA2,2.64875531521833
"seeley lake, MT, US",M35,0.42575502808503
"ft. shawnee, OH, US",OH91,6.6703367528118
"interstate 10, LA, US",KL64,8.6752154173266
"bruce, MS, US",WN90,6.776838212198401
"reedsville, WI, US",WN27,6.370286190209101
"fayetville, TN, US",8TN2,9.9992504963331
"tacna/yuma, AZ, US",US-0638,6.588966301974001
"downieville, CA, US",KBLU,21.444482108889
"ripley, WV, US",D88,10.7305628958513
"blackstone, MA, US",MA75,5.7988083764106
"sutherland, IA, US",1Y9,9.974435982731999
"emerson, NJ, US",2N7,12.099173464029601
"hubbard, OR, US",K7S9,3.28886544033126
"cobleskill, NY, US",7NK0,7.3210714974162014
"tabiona, UT, US",UT83,11.0221988666607
"thomasville, NC, US",N97,5.564694261825
"ponte vedra, FL, US",FD48,6.423613809327899
"preston, MO, US",23MN,4.36946670717903
"glennville, GA, US",GA34,13.6076864833305
"varysburg, NY, US",6NK1,9.0165897822564
"magnolia, AR, US",US-0374,1.9476066710192401
"walker valley, NY, US",KN82,6.675819605654399
"raynham, MA, US",KTAN,8.232541731683101
"bluefield, WV, US",KBLF,2.70055072952379
"grove land, CA, US",KFDK,2.13073872172101
"deckers, CO, US",CO93,20.2173640599735
"winchester, CA, US",KOKV,4.25936960785161
"lousville, KY, US",KSDF,5.45915819756232
"savanna, NY, US",KISP,13.8074864055597
"agua dulce, CA, US",KL70,0.94847858156205
"lake skinner, CA, US",KF70,4.325872240683091
"woodsville, NH, US",5B9,6.941331216252899
"altamonte springs, FL, US",US-0191,1.16245070389692
